order_number,order_date,financial_status,fulfillment_status,country,province,city,customer_ref,product_title,product_type,vendor,sku,variant_title,quantity,unit_price,line_discount,line_total,order_total,currency,source_name
#1007,2025-08-01,paid,fulfilled,Spain,Valencia,Alicante,cust_00513,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-01,Small,2,33.99,0,67.98,92.23,EUR,web
#1007,2025-08-01,paid,fulfilled,Spain,Valencia,Alicante,cust_00513,Copper Scented Candle,Decor,Casa Bonita,SKU-0045-02,Small,1,8.24,0,8.24,92.23,EUR,web
#2208,2025-12-08,paid,fulfilled,Netherlands,Noord-Holland,Amsterdam,cust_01101,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0004-01,,1,22.58,1.22,21.36,140.81,EUR,web
#2208,2025-12-08,paid,fulfilled,Netherlands,Noord-Holland,Amsterdam,cust_01101,Stone Robe,Bath,Pure Bath,SKU-0055-02,,1,27.66,0,27.66,140.81,EUR,web
#2208,2025-12-08,paid,fulfilled,Netherlands,Noord-Holland,Amsterdam,cust_01101,Brass Candle Holder,Lighting,Lumen Co,SKU-0034-03,,1,43.61,0,43.61,140.81,EUR,web
#2208,2025-12-08,paid,fulfilled,Netherlands,Noord-Holland,Amsterdam,cust_01101,Oak Storage Jar,Kitchen,Aurora Kitchen,SKU-0016-04,,1,23.74,0,23.74,140.81,EUR,web
#2219,2025-12-08,paid,fulfilled,Spain,Madrid,Madrid,cust_00468,Walnut Ceramic Bowl Set,Kitchen,Aurora Kitchen,SKU-0013-01,Small,1,41.03,0,41.03,49.65,EUR,web
#1954,2025-11-18,refunded,fulfilled,Spain,Galicia,Vigo,cust_00357,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,Charcoal,3,31.82,0,95.46,115.51,EUR,web
#3269,2026-04-19,paid,fulfilled,Netherlands,Zuid-Holland,Rotterdam,cust_00134,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-01,,1,33.99,2.16,31.83,100.91,EUR,web
#3269,2026-04-19,paid,fulfilled,Netherlands,Zuid-Holland,Rotterdam,cust_00134,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-02,Medium,1,25.7,0,25.7,100.91,EUR,web
#3269,2026-04-19,paid,fulfilled,Netherlands,Zuid-Holland,Rotterdam,cust_00134,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-03,,1,13.17,0,13.17,100.91,EUR,web
#3269,2026-04-19,paid,fulfilled,Netherlands,Zuid-Holland,Rotterdam,cust_00134,Copper Wall Mirror,Decor,Casa Bonita,SKU-0040-04,,1,15.19,2.49,12.7,100.91,EUR,web
#2647,2026-01-17,paid,fulfilled,Spain,Cataluña,Barcelona,cust_00764,Walnut Ceramic Bowl Set,Kitchen,Aurora Kitchen,SKU-0003-01,,3,44.02,0,132.06,180.29,EUR,web
#2647,2026-01-17,paid,fulfilled,Spain,Cataluña,Barcelona,cust_00764,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-02,,1,17.85,0.91,16.94,180.29,EUR,web
#2421,2025-12-23,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00263,Stone Serving Platter,Kitchen,Aurora Kitchen,SKU-0010-01,,1,28.1,0,28.1,52.05,EUR,web
#2421,2025-12-23,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00263,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-02,,1,14.92,0,14.92,52.05,EUR,web
#1152,2025-08-24,paid,fulfilled,Portugal,Lisboa,Cascais,cust_00018,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0004-01,Large,1,22.58,0,22.58,104.33,EUR,web
#1152,2025-08-24,paid,fulfilled,Portugal,Lisboa,Cascais,cust_00018,Marble Bath Mat,Bath,Pure Bath,SKU-0052-02,,2,31.82,0,63.64,104.33,EUR,web
#1310,2025-09-13,paid,fulfilled,Italy,Lombardia,Milano,cust_00060,Marble Cotton Sheet Set,Bedding,Nordic Sleep,SKU-0026-01,Large,1,66.77,0,66.77,80.79,EUR,web
#2181,2025-12-06,refunded,fulfilled,Germany,Berlin,Berlin,cust_00828,Ceramic Shower Curtain,Bath,Pure Bath,SKU-0054-01,Large,3,32.3,0,96.9,117.25,EUR,web
#3903,2026-07-15,paid,unfulfilled,Italy,Lombardia,Milano,cust_00191,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-01,Medium,1,25.7,0,25.7,31.1,EUR,web
#3933,2026-07-20,paid,fulfilled,Spain,País Vasco,Bilbao,cust_00506,Linen Reading Light,Lighting,Lumen Co,SKU-0036-01,Charcoal,1,30.35,0,30.35,185.66,EUR,mobile
#3933,2026-07-20,paid,fulfilled,Spain,País Vasco,Bilbao,cust_00506,Walnut Ceramic Bowl Set,Kitchen,Aurora Kitchen,SKU-0013-02,,3,41.03,0,123.09,185.66,EUR,mobile
#2045,2025-11-26,paid,fulfilled,Germany,Bayern,Nürnberg,cust_00872,Copper Wall Mirror,Decor,Casa Bonita,SKU-0040-01,Natural,1,15.19,0,15.19,18.38,EUR,web
#1194,2025-08-30,paid,fulfilled,Spain,Valencia,Alicante,cust_00382,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0004-01,,1,22.58,0,22.58,27.32,EUR,web
#2162,2025-12-05,paid,fulfilled,Portugal,Porto,Porto,cust_00865,Walnut Mixing Bowl,Kitchen,Aurora Kitchen,SKU-0008-01,Large,1,38.08,0,38.08,46.08,EUR,web
#1136,2025-08-22,paid,fulfilled,Portugal,Porto,Braga,cust_01150,Terracotta Pendant Light,Lighting,Lumen Co,SKU-0038-01,,3,38.48,0,115.44,167.94,EUR,mobile
#1136,2025-08-22,paid,fulfilled,Portugal,Porto,Braga,cust_01150,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-02,,1,23.35,0,23.35,167.94,EUR,mobile
#2967,2026-03-06,paid,fulfilled,Italy,Lombardia,Bergamo,cust_00714,Terracotta Outdoor Cushion,Outdoor,Terra Garden,SKU-0060-01,Large,1,23.39,0,23.39,122.34,EUR,web
#2967,2026-03-06,paid,fulfilled,Italy,Lombardia,Bergamo,cust_00714,Linen Reading Light,Lighting,Lumen Co,SKU-0036-02,Natural,1,30.35,0,30.35,122.34,EUR,web
#2967,2026-03-06,paid,fulfilled,Italy,Lombardia,Bergamo,cust_00714,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-03,,1,32.28,0,32.28,122.34,EUR,web
#2967,2026-03-06,paid,fulfilled,Italy,Lombardia,Bergamo,cust_00714,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0012-04,,1,15.09,0,15.09,122.34,EUR,web
#1816,2025-11-08,paid,fulfilled,Spain,Madrid,Madrid,cust_00051,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-01,,1,14.92,0,14.92,107.61,EUR,mobile
#1816,2025-11-08,paid,fulfilled,Spain,Madrid,Madrid,cust_00051,Stone Robe,Bath,Pure Bath,SKU-0055-02,Charcoal,1,27.66,2.71,24.95,107.61,EUR,mobile
#1816,2025-11-08,paid,fulfilled,Spain,Madrid,Madrid,cust_00051,Terracotta Wall Sconce,Lighting,Lumen Co,SKU-0033-03,,2,24.53,0,49.06,107.61,EUR,mobile
#2620,2026-01-12,paid,fulfilled,France,Île-de-France,Paris,cust_01102,Linen Table Runner,Decor,Casa Bonita,SKU-0046-01,,1,22.74,0,22.74,136.75,EUR,web
#2620,2026-01-12,paid,fulfilled,France,Île-de-France,Paris,cust_01102,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-02,,1,32.28,0,32.28,136.75,EUR,web
#2620,2026-01-12,paid,fulfilled,France,Île-de-France,Paris,cust_01102,Ceramic Shower Curtain,Bath,Pure Bath,SKU-0054-03,Charcoal,1,32.3,0,32.3,136.75,EUR,web
#2620,2026-01-12,paid,fulfilled,France,Île-de-France,Paris,cust_01102,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-04,,1,25.7,0,25.7,136.75,EUR,web
#3797,2026-06-29,paid,fulfilled,Germany,Hamburg,Hamburg,cust_01155,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-01,,1,13.17,0,13.17,15.94,EUR,web
#1576,2025-10-16,paid,fulfilled,France,Provence,Nice,cust_00072,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-01,Large,1,33.99,4.01,29.98,36.28,EUR,web
#3711,2026-06-18,paid,fulfilled,France,Île-de-France,Paris,cust_00046,Brass Ceramic Vase,Decor,Casa Bonita,SKU-0049-01,,1,16.22,0,16.22,19.63,EUR,web
#2910,2026-02-28,paid,fulfilled,Germany,Bayern,München,cust_00544,Bamboo Table Lamp,Lighting,Lumen Co,SKU-0037-01,Medium,1,39.74,7.19,32.55,39.39,EUR,web
#1831,2025-11-09,paid,fulfilled,Italy,Lombardia,Bergamo,cust_00776,Brass Candle Holder,Lighting,Lumen Co,SKU-0034-01,,2,43.61,0,87.22,105.54,EUR,web
#2507,2025-12-29,paid,fulfilled,Netherlands,Noord-Holland,Amsterdam,cust_01118,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,,1,31.82,0,31.82,38.5,EUR,web
#1438,2025-09-30,paid,fulfilled,Spain,Galicia,A Coruña,cust_00323,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-01,,1,13.17,0,13.17,15.94,EUR,web
#2185,2025-12-07,paid,fulfilled,Spain,Galicia,Vigo,cust_00503,Oak Storage Jar,Kitchen,Aurora Kitchen,SKU-0006-01,,1,27.52,2.02,25.5,94.3,EUR,web
#2185,2025-12-07,paid,fulfilled,Spain,Galicia,Vigo,cust_00503,Ceramic Shower Curtain,Bath,Pure Bath,SKU-0054-02,Large,1,32.3,0,32.3,94.3,EUR,web
#2185,2025-12-07,paid,fulfilled,Spain,Galicia,Vigo,cust_00503,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-03,,1,23.35,3.22,20.13,94.3,EUR,web
#3661,2026-06-11,paid,fulfilled,Germany,Bayern,Nürnberg,cust_00532,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,Charcoal,1,31.82,0,31.82,38.5,EUR,web
#1505,2025-10-09,paid,fulfilled,Spain,Valencia,Alicante,cust_00184,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-01,Large,1,14.92,0.75,14.17,50.44,EUR,mobile
#1505,2025-10-09,paid,fulfilled,Spain,Valencia,Alicante,cust_00184,Oak Storage Jar,Kitchen,Aurora Kitchen,SKU-0006-02,,1,27.52,0,27.52,50.44,EUR,mobile
#3001,2026-03-12,paid,fulfilled,France,Île-de-France,Paris,cust_00046,Brass Ceramic Vase,Decor,Casa Bonita,SKU-0049-01,,1,16.22,2.63,13.59,16.44,EUR,pos
#2705,2026-01-25,paid,fulfilled,Italy,Lazio,Roma,cust_00696,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,Natural,1,31.82,4.03,27.79,33.63,EUR,web
#3202,2026-04-11,paid,fulfilled,Spain,Andalucía,Málaga,cust_00187,Stone Robe,Bath,Pure Bath,SKU-0055-01,,1,27.66,0,27.66,33.47,EUR,web
#2534,2025-12-31,paid,fulfilled,Spain,Andalucía,Sevilla,cust_00889,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-01,,1,14.92,0,14.92,18.05,EUR,web
#1270,2025-09-08,paid,fulfilled,Spain,Cataluña,Girona,cust_00805,Copper String Lights,Lighting,Lumen Co,SKU-0035-01,,2,40.63,0,81.26,135.05,EUR,mobile
#1270,2025-09-08,paid,fulfilled,Spain,Cataluña,Girona,cust_00805,Linen Reading Light,Lighting,Lumen Co,SKU-0036-02,,1,30.35,0,30.35,135.05,EUR,mobile
#1665,2025-10-24,paid,fulfilled,France,Occitanie,Toulouse,cust_00866,Copper Wall Mirror,Decor,Casa Bonita,SKU-0040-01,Small,1,15.19,0.79,14.4,143.57,EUR,web
#1665,2025-10-24,paid,fulfilled,France,Occitanie,Toulouse,cust_00866,Marble Bath Mat,Bath,Pure Bath,SKU-0052-02,Natural,1,31.82,0,31.82,143.57,EUR,web
#1665,2025-10-24,paid,fulfilled,France,Occitanie,Toulouse,cust_00866,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0001-03,,2,24.54,0,49.08,143.57,EUR,web
#1665,2025-10-24,paid,fulfilled,France,Occitanie,Toulouse,cust_00866,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-04,,1,23.35,0,23.35,143.57,EUR,web
#1411,2025-09-26,partially_refunded,fulfilled,Spain,Valencia,Alicante,cust_00832,Terracotta Wall Mirror,Decor,Casa Bonita,SKU-0048-01,Medium,1,24.68,0,24.68,60.96,EUR,mobile
#1411,2025-09-26,partially_refunded,fulfilled,Spain,Valencia,Alicante,cust_00832,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-02,,1,25.7,0,25.7,60.96,EUR,mobile
#3317,2026-04-26,paid,fulfilled,Italy,Lombardia,Milano,cust_00710,Ceramic Shower Curtain,Bath,Pure Bath,SKU-0054-01,,1,32.3,0,32.3,124.28,EUR,web
#3317,2026-04-26,paid,fulfilled,Italy,Lombardia,Milano,cust_00710,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-02,,2,13.17,0,26.34,124.28,EUR,web
#3317,2026-04-26,paid,fulfilled,Italy,Lombardia,Milano,cust_00710,Walnut Linen Duvet,Bedding,Nordic Sleep,SKU-0017-03,,1,44.07,0,44.07,124.28,EUR,web
#3408,2026-05-09,paid,fulfilled,Spain,Andalucía,Sevilla,cust_00534,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-01,Medium,2,17.85,0,35.7,71.45,EUR,web
#3408,2026-05-09,paid,fulfilled,Spain,Andalucía,Sevilla,cust_00534,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-02,,1,23.35,0,23.35,71.45,EUR,web
#3737,2026-06-21,paid,fulfilled,Italy,Lazio,Roma,cust_00341,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-01,,1,25.7,0,25.7,31.1,EUR,pos
#1493,2025-10-07,paid,fulfilled,Italy,Lazio,Roma,cust_00760,Ceramic Shower Curtain,Bath,Pure Bath,SKU-0054-01,,1,32.3,0,32.3,59.67,EUR,mobile
#1493,2025-10-07,paid,fulfilled,Italy,Lazio,Roma,cust_00760,Stone Espresso Mug,Kitchen,Aurora Kitchen,SKU-0005-02,,1,17.01,0,17.01,59.67,EUR,mobile
#3605,2026-06-02,paid,fulfilled,Germany,Bayern,Nürnberg,cust_00992,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-01,,1,25.7,0,25.7,31.1,EUR,web
#3954,2026-07-23,paid,partial,Spain,Cataluña,Barcelona,cust_00068,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0014-01,,1,40.12,0,40.12,208.34,EUR,web
#3954,2026-07-23,paid,partial,Spain,Cataluña,Barcelona,cust_00068,Walnut Ceramic Bowl Set,Kitchen,Aurora Kitchen,SKU-0003-02,,3,44.02,0,132.06,208.34,EUR,web
#1333,2025-09-17,paid,fulfilled,Italy,Lazio,Roma,cust_00160,Brass Ceramic Vase,Decor,Casa Bonita,SKU-0049-01,Large,1,16.22,1.9,14.32,17.33,EUR,web
#3273,2026-04-20,paid,fulfilled,Germany,Berlin,Berlin,cust_00034,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-01,,1,14.92,0,14.92,46.31,EUR,web
#3273,2026-04-20,paid,fulfilled,Germany,Berlin,Berlin,cust_00034,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-02,,1,23.35,0,23.35,46.31,EUR,web
#3569,2026-05-28,paid,fulfilled,Germany,Berlin,Berlin,cust_00828,Bamboo Garden Lantern,Outdoor,Terra Garden,SKU-0059-01,Large,1,40.04,0,40.04,71.85,EUR,web
#3569,2026-05-28,paid,fulfilled,Germany,Berlin,Berlin,cust_00828,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-02,,1,23.35,4.01,19.34,71.85,EUR,web
#3117,2026-03-29,paid,fulfilled,Italy,Lazio,Roma,cust_00627,Terracotta Pendant Light,Lighting,Lumen Co,SKU-0038-01,Medium,1,38.48,0,38.48,228.13,EUR,pos
#3117,2026-03-29,paid,fulfilled,Italy,Lazio,Roma,cust_00627,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0001-02,,1,24.54,0,24.54,228.13,EUR,pos
#3117,2026-03-29,paid,fulfilled,Italy,Lazio,Roma,cust_00627,Walnut Mattress Topper,Bedding,Nordic Sleep,SKU-0022-03,Small,2,62.76,0,125.52,228.13,EUR,pos
#1987,2025-11-21,paid,fulfilled,Germany,Hamburg,Hamburg,cust_01171,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-01,Charcoal,1,14.92,0,14.92,18.05,EUR,web
#1974,2025-11-20,refunded,fulfilled,France,Occitanie,Toulouse,cust_00104,Ceramic Shower Curtain,Bath,Pure Bath,SKU-0054-01,Small,1,32.3,0,32.3,39.08,EUR,web
#2407,2025-12-22,paid,fulfilled,Netherlands,Zuid-Holland,Den Haag,cust_00171,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-01,Medium,1,33.99,0,33.99,111.65,EUR,web
#2407,2025-12-22,paid,fulfilled,Netherlands,Zuid-Holland,Den Haag,cust_00171,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-02,,2,17.85,0,35.7,111.65,EUR,web
#2407,2025-12-22,paid,fulfilled,Netherlands,Zuid-Holland,Den Haag,cust_00171,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0004-03,Medium,1,22.58,0,22.58,111.65,EUR,web
#3584,2026-05-30,paid,fulfilled,Portugal,Porto,Porto,cust_00403,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,,1,31.82,0,31.82,38.5,EUR,web
#3046,2026-03-17,paid,fulfilled,France,Occitanie,Toulouse,cust_00022,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-01,,1,13.17,0,13.17,59.31,EUR,web
#3046,2026-03-17,paid,fulfilled,France,Occitanie,Toulouse,cust_00022,Terracotta Pendant Light,Lighting,Lumen Co,SKU-0038-02,,1,38.48,2.63,35.85,59.31,EUR,web
#1099,2025-08-14,partially_refunded,fulfilled,Spain,País Vasco,San Sebastián,cust_00753,Walnut Mixing Bowl,Kitchen,Aurora Kitchen,SKU-0008-01,,1,38.08,0,38.08,46.08,EUR,web
#2191,2025-12-07,paid,fulfilled,Italy,Lazio,Roma,cust_00011,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,Charcoal,3,31.82,0,95.46,115.51,EUR,web
#1497,2025-10-08,paid,fulfilled,Portugal,Porto,Braga,cust_00396,Terracotta Outdoor Cushion,Outdoor,Terra Garden,SKU-0060-01,Natural,1,23.39,0,23.39,28.3,EUR,web
#2033,2025-11-25,paid,fulfilled,France,Île-de-France,Paris,cust_01057,Terracotta Wall Mirror,Decor,Casa Bonita,SKU-0048-01,,1,24.68,1.66,23.02,27.85,EUR,web
#2022,2025-11-24,paid,fulfilled,Germany,Hamburg,Hamburg,cust_01062,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,,1,23.35,0,23.35,28.25,EUR,web
#1558,2025-10-15,partially_refunded,fulfilled,Spain,Andalucía,Sevilla,cust_00248,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,Medium,1,31.82,6.09,25.73,31.13,EUR,web
#3297,2026-04-23,paid,fulfilled,Netherlands,Noord-Holland,Amsterdam,cust_00591,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,Charcoal,1,31.82,0,31.82,38.5,EUR,web
#3641,2026-06-08,paid,fulfilled,Spain,Galicia,A Coruña,cust_00416,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-01,Large,1,17.85,0,17.85,21.6,EUR,web
#1578,2025-10-17,paid,fulfilled,Spain,Valencia,Alicante,cust_00501,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0001-01,,1,24.54,2.65,21.89,107.67,EUR,web
#1578,2025-10-17,paid,fulfilled,Spain,Valencia,Alicante,cust_00501,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-02,,3,25.7,10.01,67.09,107.67,EUR,web
#3692,2026-06-16,paid,fulfilled,Italy,Lazio,Roma,cust_00186,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,,1,23.35,4.58,18.77,22.71,EUR,web
#3929,2026-07-20,paid,unfulfilled,Spain,Galicia,Vigo,cust_00909,Terracotta Outdoor Cushion,Outdoor,Terra Garden,SKU-0060-01,,1,23.39,0,23.39,81.07,EUR,pos
#3929,2026-07-20,paid,unfulfilled,Spain,Galicia,Vigo,cust_00909,Brass Candle Holder,Lighting,Lumen Co,SKU-0034-02,,1,43.61,0,43.61,81.07,EUR,pos
#1373,2025-09-21,paid,fulfilled,Spain,Galicia,A Coruña,cust_00607,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0012-01,,1,15.09,0,15.09,50.31,EUR,web
#1373,2025-09-21,paid,fulfilled,Spain,Galicia,A Coruña,cust_00607,Marble Bath Mat,Bath,Pure Bath,SKU-0052-02,,1,31.82,5.33,26.49,50.31,EUR,web
#1308,2025-09-13,paid,fulfilled,Italy,Lazio,Roma,cust_00341,Oak Bath Towel Set,Bath,Pure Bath,SKU-0051-01,,1,25.27,0,25.27,43.94,EUR,web
#1308,2025-09-13,paid,fulfilled,Italy,Lazio,Roma,cust_00341,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-02,,1,13.17,2.13,11.04,43.94,EUR,web
#2529,2025-12-31,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00715,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-01,Natural,1,33.99,0,33.99,90.29,EUR,mobile
#2529,2025-12-31,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00715,Copper String Lights,Lighting,Lumen Co,SKU-0035-02,Charcoal,1,40.63,0,40.63,90.29,EUR,mobile
#3590,2026-05-31,paid,fulfilled,Spain,Valencia,Alicante,cust_00510,Linen Reading Light,Lighting,Lumen Co,SKU-0036-01,Charcoal,1,30.35,4.39,25.96,31.41,EUR,mobile
#1296,2025-09-11,paid,fulfilled,France,Île-de-France,Versailles,cust_00304,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,Charcoal,1,31.82,0,31.82,38.5,EUR,web
#3627,2026-06-06,paid,fulfilled,Netherlands,Zuid-Holland,Rotterdam,cust_00937,Linen Ceramic Vase,Decor,Casa Bonita,SKU-0041-01,,1,37.99,2,35.99,129.72,EUR,web
#3627,2026-06-06,paid,fulfilled,Netherlands,Zuid-Holland,Rotterdam,cust_00937,Oak Storage Jar,Kitchen,Aurora Kitchen,SKU-0016-02,Large,3,23.74,0,71.22,129.72,EUR,web
#2454,2025-12-26,paid,fulfilled,Netherlands,Noord-Holland,Haarlem,cust_00017,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-01,Large,2,17.85,0,35.7,58.89,EUR,pos
#2454,2025-12-26,paid,fulfilled,Netherlands,Noord-Holland,Haarlem,cust_00017,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-02,,1,14.92,1.95,12.97,58.89,EUR,pos
#3901,2026-07-15,paid,fulfilled,Italy,Lazio,Roma,cust_00140,Terracotta Wall Sconce,Lighting,Lumen Co,SKU-0033-01,,1,24.53,0,24.53,29.68,EUR,web
#2244,2025-12-11,paid,fulfilled,France,Occitanie,Toulouse,cust_00866,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0012-01,Large,1,15.09,2.87,12.22,14.79,EUR,web
#3135,2026-04-01,paid,fulfilled,Germany,Bayern,München,cust_01112,Marble Utensil Holder,Kitchen,Aurora Kitchen,SKU-0007-01,Charcoal,1,17.14,0,17.14,60.85,EUR,web
#3135,2026-04-01,paid,fulfilled,Germany,Bayern,München,cust_01112,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0011-02,,1,33.15,0,33.15,60.85,EUR,web
#1352,2025-09-19,paid,fulfilled,Italy,Lazio,Roma,cust_00011,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0014-01,Large,1,40.12,7.7,32.42,39.23,EUR,web
#2877,2026-02-23,paid,fulfilled,France,Occitanie,Toulouse,cust_00022,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0004-01,,1,22.58,0,22.58,40.15,EUR,web
#2877,2026-02-23,paid,fulfilled,France,Occitanie,Toulouse,cust_00022,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-02,Natural,1,13.17,2.57,10.6,40.15,EUR,web
#1459,2025-10-03,paid,fulfilled,France,Provence,Marseille,cust_01176,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-01,Charcoal,1,32.28,0,32.28,158.36,EUR,web
#1459,2025-10-03,paid,fulfilled,France,Provence,Marseille,cust_01176,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0001-02,Natural,1,24.54,0,24.54,158.36,EUR,web
#1459,2025-10-03,paid,fulfilled,France,Provence,Marseille,cust_01176,Walnut Ceramic Bowl Set,Kitchen,Aurora Kitchen,SKU-0003-03,,2,44.02,13.98,74.06,158.36,EUR,web
#3749,2026-06-23,paid,fulfilled,Netherlands,Noord-Holland,Haarlem,cust_00448,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-01,,2,14.92,0,29.84,72.83,EUR,web
#3749,2026-06-23,paid,fulfilled,Netherlands,Noord-Holland,Haarlem,cust_00448,Linen Reading Light,Lighting,Lumen Co,SKU-0036-02,Small,1,30.35,0,30.35,72.83,EUR,web
#2514,2025-12-30,paid,fulfilled,Spain,Cataluña,Girona,cust_01159,Brass Ceramic Vase,Decor,Casa Bonita,SKU-0049-01,,1,16.22,1.76,14.46,64.26,EUR,pos
#2514,2025-12-30,paid,fulfilled,Spain,Cataluña,Girona,cust_01159,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-02,Medium,1,17.85,0,17.85,64.26,EUR,pos
#2514,2025-12-30,paid,fulfilled,Spain,Cataluña,Girona,cust_01159,Stone Espresso Mug,Kitchen,Aurora Kitchen,SKU-0015-03,,1,20.8,0,20.8,64.26,EUR,pos
#1410,2025-09-26,refunded,fulfilled,France,Provence,Marseille,cust_00137,Marble Quilted Bedspread,Bedding,Nordic Sleep,SKU-0021-01,Natural,3,63.83,0,191.49,231.7,EUR,web
#1172,2025-08-26,paid,fulfilled,Spain,Madrid,Madrid,cust_00968,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,,1,31.82,0,31.82,38.5,EUR,web
#3722,2026-06-19,paid,fulfilled,Spain,Madrid,Madrid,cust_00467,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,Charcoal,1,31.82,0,31.82,38.5,EUR,web
#2425,2025-12-23,paid,fulfilled,France,Occitanie,Toulouse,cust_00104,Linen Reading Light,Lighting,Lumen Co,SKU-0036-01,,1,30.35,0,30.35,169.55,EUR,mobile
#2425,2025-12-23,paid,fulfilled,France,Occitanie,Toulouse,cust_00104,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-02,,2,25.7,0,51.4,169.55,EUR,mobile
#2425,2025-12-23,paid,fulfilled,France,Occitanie,Toulouse,cust_00104,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0001-03,Small,1,24.54,4.25,20.29,169.55,EUR,mobile
#2425,2025-12-23,paid,fulfilled,France,Occitanie,Toulouse,cust_00104,Walnut Mixing Bowl,Kitchen,Aurora Kitchen,SKU-0008-04,,1,38.08,0,38.08,169.55,EUR,mobile
#2509,2025-12-30,refunded,fulfilled,Spain,Andalucía,Sevilla,cust_00889,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-01,,1,25.7,1.65,24.05,98.08,EUR,web
